project_id,sprint_velocity,scope_changes,team_load,on_time
328,241.29,422.22,53.7,0
329,244.08,144.23,305.28,0
330,359.05,335.69,476.16,1
331,243.78,482.61,455.41,1
332,38.99,320.75,35.61,0
333,285.47,81.88,366.5,0
334,52.47,397.87,43.05,0
335,465.37,280.35,167.95,1
336,162.56,227.9,471.28,1
337,467.53,139.41,393.9,1
338,264.11,327.52,430.97,1
339,392.84,435.04,269.04,1
340,258.14,100.91,302.38,0
341,113.23,242.94,421.33,0
342,498.57,486.21,78.89,1
343,320.84,198.62,200.49,0
344,230.78,329.61,127.98,0
345,470.72,469.86,213.1,1
346,282.66,489.52,469.58,1
347,209.07,414.64,193.68,1
348,107.34,202.39,159.39,0
349,173.52,355.71,55.32,0
350,407.68,409.45,110.98,1
351,89.15,479.03,64.86,0
352,236.81,17.39,343.05,0
353,324.96,189.69,216.69,0
354,227.64,309.78,351.48,1
355,205.48,468.71,460.93,1
356,28.14,460.89,250.76,0
357,409.7,494.09,26.58,1
358,46.24,20.63,313.23,0
359,222.05,130.18,146.65,0
360,51.31,421.65,408.44,1
361,163.9,255.43,444.23,1
362,392.62,49.72,229.59,0
363,463.28,176.43,130.94,0
364,29.68,24.31,359.13,0
365,157.58,72.05,461.05,0
366,347.42,325.11,63.73,0
367,192.2,446.36,430.66,1
368,493.73,171.21,154.57,1
369,79.64,166.7,108.62,0
370,77.56,371.42,498.42,1
371,366.77,474.01,183.31,1
372,350.18,158.62,306.85,1
373,469.04,393.29,248.65,1
374,46.37,125.28,279.76,0
375,18.1,296.79,96.01,0
376,72.87,454.39,492.37,1
377,461.78,75.17,394.92,1
378,222.63,176.08,10.98,0
379,220.21,226.03,391.17,1
380,142.2,271.28,118.63,0
381,105.37,45.13,382.83,0
382,67.26,122.62,205.88,0
383,379.14,88.4,99.26,0
384,31.05,324.13,343.52,0
385,373.2,341.08,328.1,1
386,255.4,437.86,379.1,1
387,98.51,269.4,275.56,0
388,122.25,94.98,279.57,0
389,31.34,499.4,118.69,0
390,422.68,112.13,326.52,1
391,302.53,127.88,301.74,0
392,370.3,353.32,33.32,0
393,274.03,94.26,420.35,0
394,39.39,93.9,380.11,0
395,358.23,43.43,153.53,0
396,445.68,484.81,13.31,1
397,139.51,20.95,445.5,0
398,201.11,391.94,161.68,0
399,495.8,403.76,302.08,1
400,312.48,437.66,426.66,1
401,73.93,183.07,306.38,0
402,95.15,149.52,382.28,0
403,136.23,309.17,495.64,1
404,464.63,473.47,357.56,1
405,406.21,80.07,71.19,0
406,18.23,386.4,385.15,0
407,285.45,335.74,304.97,1
408,108.05,367.92,251.06,0
409,132.41,471.3,254.36,1
410,268.31,281.39,382.0,1
411,104.45,458.8,400.52,1
412,346.33,104.68,262.16,0
413,28.61,128.78,496.07,0
414,25.6,332.38,69.96,0
415,151.76,340.46,492.47,1
416,55.25,97.51,78.4,0
417,428.79,445.29,258.3,1
418,386.84,148.23,458.68,1
419,284.44,391.09,251.63,1
420,369.91,439.22,94.65,1
421,14.81,92.77,470.67,0
422,127.29,175.98,255.55,0
423,264.02,400.82,376.65,1
424,404.18,421.11,270.84,1
425,299.45,77.17,129.56,0
426,172.3,14.35,481.7,0
427,132.61,474.8,193.64,0
428,431.15,265.12,160.78,1
429,282.67,381.15,443.04,1
430,428.3,360.81,269.77,1
431,60.64,477.98,407.86,1
432,403.36,17.74,415.53,1
433,44.08,261.5,335.38,0
434,181.88,462.72,99.73,0
435,206.51,114.38,94.93,0
436,41.69,81.24,212.59,0
437,465.36,246.54,50.48,0
438,213.58,170.02,205.82,0
439,41.69,492.67,382.8,1
440,348.54,324.34,352.97,1
441,174.0,197.78,396.11,0
442,303.69,113.36,462.19,1
443,336.6,245.55,381.78,1
444,485.7,339.67,384.54,1
445,291.98,47.06,238.31,0
446,324.9,294.66,106.09,0
447,480.38,42.43,450.68,1
448,168.41,85.77,358.66,0
449,172.87,10.38,176.85,0
450,358.65,286.0,467.26,1
451,325.62,332.95,417.49,1
452,171.19,136.63,324.46,0
453,467.86,293.44,340.1,1
454,489.06,157.39,55.27,0
455,497.36,280.2,134.96,1
456,351.53,351.07,353.05,1
457,417.09,320.86,324.79,1
458,451.32,439.71,48.27,1
459,303.81,178.14,186.23,0
460,453.51,65.74,100.23,0
461,280.05,435.13,14.37,0
462,169.14,22.07,308.83,0
463,264.57,478.3,167.64,1
464,88.94,126.0,337.94,0
465,486.38,18.01,344.09,1
466,88.96,28.33,139.68,0
467,173.13,307.35,460.38,1
468,71.28,389.63,69.53,0
469,416.36,409.94,456.61,1
470,374.41,224.16,351.26,1
471,424.26,378.96,476.1,1
472,462.32,346.74,365.02,1
473,393.45,178.16,300.47,1
474,304.45,260.65,30.24,0
475,351.5,393.61,246.39,1
476,426.49,492.42,205.9,1
477,88.0,48.79,440.46,0
478,122.75,341.16,174.33,0
479,293.91,399.87,377.52,1
480,242.69,36.18,143.63,0
481,467.62,209.93,76.54,0
482,172.1,383.67,273.27,1
483,43.72,324.06,130.45,0
484,149.73,255.51,90.75,0
485,97.37,494.5,89.52,0
486,218.14,416.61,443.24,1
487,61.89,250.92,303.04,0
488,314.82,257.99,371.34,1
489,200.01,153.93,256.42,0
490,122.07,401.71,354.71,1
491,444.87,373.84,254.57,1
492,494.31,482.46,437.73,1
493,345.79,496.47,295.68,1
494,62.38,355.98,471.0,1
495,267.86,166.14,485.84,1
496,352.91,325.66,68.52,0
497,239.27,169.87,70.54,0
498,92.62,345.18,101.42,0
499,180.01,270.92,31.76,0
500,448.61,342.98,196.36,1
501,30.1,451.15,414.29,1
502,35.32,216.93,461.0,0
503,351.82,456.17,149.83,1
504,416.21,199.24,448.87,1
505,312.35,234.15,125.25,0
506,451.51,164.27,110.41,0
507,261.74,143.44,231.51,0
508,328.61,463.3,348.83,1
509,221.4,308.61,408.19,1
510,397.93,31.13,269.2,0
511,27.23,465.91,24.37,0
512,201.83,188.77,242.6,0
513,187.44,206.07,19.24,0
514,63.45,139.54,367.26,0
515,244.21,38.98,299.69,0
516,374.9,111.19,296.51,0
517,82.74,135.42,146.43,0
518,497.34,170.31,484.69,1
519,108.0,35.43,253.94,0
520,451.25,165.85,472.81,1
521,19.46,185.29,347.03,0
522,260.06,117.11,41.78,0
523,40.14,144.25,126.07,0
524,154.16,474.62,305.17,1
525,404.76,48.22,356.25,1
526,308.69,156.69,263.48,0
527,446.37,162.62,364.07,1
528,249.34,430.1,145.05,1
529,63.35,242.72,218.85,0
530,47.63,33.9,325.27,0
531,269.15,346.9,492.49,1
532,460.07,10.49,331.46,0
533,492.92,87.13,199.88,0
534,378.26,340.44,109.11,1
535,44.22,366.93,422.34,1
536,95.51,439.56,302.58,1
537,320.07,494.65,275.03,1
538,298.32,455.96,262.65,1
539,456.13,86.66,68.04,0
540,246.32,338.68,427.71,1
541,145.46,96.21,49.08,0
542,68.81,491.85,117.0,0
543,378.48,375.69,363.4,1
544,454.27,486.95,244.27,1
545,366.98,324.44,276.68,1
546,89.01,94.2,385.2,0
547,312.42,309.91,492.56,1
548,450.64,294.82,394.82,1
549,244.28,221.14,115.41,0
550,29.15,30.33,462.38,0
551,143.03,156.92,154.66,0
552,332.56,18.9,65.24,0
553,71.61,143.65,146.28,0
554,181.47,412.86,29.64,0
555,490.22,38.21,333.25,1
556,73.86,155.94,106.33,0
557,223.83,346.08,375.26,1
558,327.97,57.44,441.07,1
559,114.01,96.3,204.85,0
560,406.71,327.33,59.55,0
561,94.42,21.49,62.46,0
562,303.18,22.43,324.44,0
563,28.39,124.46,218.53,0
564,499.85,434.14,363.96,1
565,268.28,257.56,316.06,1
566,127.04,410.11,473.95,1
567,76.28,475.69,32.82,0
568,29.91,424.85,71.43,0
569,140.76,221.8,218.19,0
570,422.75,304.41,433.13,1
571,131.73,146.48,445.84,0
572,470.35,129.28,192.29,0
573,496.26,407.06,415.34,1
574,291.31,232.64,477.71,1
575,67.2,168.29,470.29,0
576,176.88,492.2,123.1,0
577,354.92,47.71,14.27,0
578,192.84,338.81,151.4,0
579,328.64,180.44,91.73,0
580,348.27,144.81,368.38,1
581,92.96,252.54,159.49,0
582,154.17,322.03,79.61,0
583,331.56,71.61,154.36,0
584,260.4,33.8,373.29,0
585,257.92,228.09,21.46,0
586,69.15,256.31,487.92,1
587,452.59,215.99,52.44,0
588,24.31,391.93,12.16,0
589,378.06,458.37,138.67,1
590,152.98,202.21,103.17,0
591,387.41,245.41,208.87,1
592,163.52,209.62,149.48,0
593,404.05,337.79,439.33,1
594,313.33,209.98,413.43,1
595,481.68,410.9,492.8,1
596,360.54,317.09,231.64,1
597,449.66,187.83,482.19,1
598,182.64,100.35,349.13,0
599,354.02,454.71,386.27,1
600,346.66,351.11,132.5,1
601,111.18,441.36,268.65,1
602,384.81,317.59,357.93,1
603,276.34,396.62,350.75,1
604,459.35,77.41,488.68,1
605,260.21,217.68,477.37,1
606,435.72,108.15,217.86,0
607,161.81,437.21,275.41,1
608,182.71,78.67,58.61,0
609,282.56,53.79,457.76,0
610,44.75,153.12,187.41,0
611,224.23,35.96,242.22,0
612,447.0,447.31,474.75,1
613,332.47,457.41,89.46,1
614,468.19,460.9,242.45,1
615,461.27,438.11,310.52,1
616,60.76,486.01,225.38,0
617,135.94,483.21,346.2,1
618,371.9,62.54,492.44,1
619,228.41,384.49,102.46,0
620,398.03,250.77,342.33,1
621,245.12,42.0,408.73,0
622,105.46,421.45,48.65,0
623,149.71,340.7,55.04,0
624,283.76,266.22,330.02,1
625,445.45,65.33,79.02,0
626,20.94,148.27,70.3,0
627,259.96,436.07,33.34,0
628,283.36,241.49,179.15,0
629,457.52,75.63,423.07,1
630,35.91,71.09,461.37,0
631,206.42,226.42,392.61,1
632,358.43,377.99,266.68,1
633,109.65,23.3,309.11,0
634,335.46,454.95,334.68,1
635,135.38,160.73,22.09,0
636,269.62,441.6,60.55,0
637,279.88,345.15,319.66,1
638,62.07,345.97,344.41,0
639,277.2,127.23,385.29,0
640,252.16,490.45,406.53,1
641,114.96,75.2,336.24,0
642,16.88,282.32,192.42,0
643,395.08,198.52,417.66,1
644,233.38,39.68,473.47,0
645,251.8,139.52,95.95,0
646,191.78,377.46,263.67,1
647,188.21,454.75,226.48,1
648,288.16,477.55,328.23,1
649,281.43,195.17,480.05,1
650,184.81,114.8,92.83,0
651,294.85,259.32,274.59,1
652,186.3,55.72,347.97,0
653,226.57,70.46,407.52,0
654,186.81,289.05,372.68,1
655,22.29,168.93,17.04,0
656,42.86,257.03,389.08,0
657,456.25,43.09,12.72,0
658,242.33,418.33,417.74,1
659,78.27,225.13,321.62,0
660,320.64,399.43,24.7,0
661,421.84,283.48,96.41,0
662,182.75,370.19,405.64,1
663,215.02,492.98,457.62,1
664,459.17,461.93,381.8,1
665,464.31,335.34,469.43,1
666,414.95,497.06,297.24,1
667,234.6,52.43,13.88,0
668,182.33,101.48,327.04,0
669,39.61,425.68,164.29,0
670,360.81,422.24,188.37,1
671,106.83,246.47,410.93,0
672,382.66,66.97,228.37,0
673,431.47,49.4,275.54,0
674,253.28,183.98,464.53,1
675,307.18,36.33,68.94,0
676,318.6,469.6,27.97,1
677,138.68,321.96,331.89,0
678,159.21,440.43,156.5,0
679,162.52,238.14,322.65,0
680,324.9,340.13,130.34,0
681,428.1,108.17,222.42,0
682,375.19,481.31,432.22,1
683,312.06,29.72,324.57,0
684,53.27,471.34,44.99,0
685,193.47,324.59,358.08,1
686,230.71,167.16,242.54,0
687,347.45,40.05,146.79,0
688,411.39,424.26,208.43,1
689,241.32,261.08,143.59,0
690,406.17,344.23,204.5,1
691,234.35,209.96,384.92,1
692,131.0,86.3,57.14,0
693,58.41,261.72,385.7,0
694,156.04,379.12,467.24,1
695,236.05,269.83,437.86,1
696,372.84,180.27,94.5,0
697,436.62,329.31,462.93,1
698,214.08,342.13,73.09,0
699,161.29,37.47,422.22,0
700,266.98,342.33,434.37,1
701,193.48,77.32,430.97,0
702,129.79,42.65,172.65,0
703,376.86,262.82,459.05,1
704,135.58,59.42,427.52,0
705,366.7,77.4,343.26,0
706,328.96,261.89,224.07,1
707,165.45,349.12,365.69,1
708,402.76,292.47,481.97,1
709,166.32,39.59,439.58,0
710,420.24,437.95,54.24,1
711,332.38,480.01,463.2,1
712,55.99,114.93,439.88,0
713,235.7,95.17,469.88,0
714,104.82,238.16,324.47,0
715,245.15,112.88,125.9,0
716,37.03,162.19,259.97,0
717,51.26,229.65,480.59,0
718,272.42,394.84,73.61,0
719,359.01,383.89,265.66,1
720,91.26,305.17,414.34,1
721,281.5,451.17,328.11,1
722,358.38,242.42,466.76,1
723,420.89,411.24,462.79,1
724,225.17,53.55,259.16,0
725,495.83,460.97,200.31,1
726,489.82,69.79,233.36,0
727,410.94,46.18,445.74,1
728,180.93,491.29,202.94,1
729,93.0,474.81,232.62,0
730,107.95,251.11,276.03,0
731,459.08,139.16,304.57,1
732,36.25,323.75,328.85,0
733,215.94,48.82,206.89,0
734,420.62,106.82,237.59,0
735,115.72,240.37,253.66,0
736,71.3,165.88,171.22,0
737,130.23,480.33,328.73,1
738,356.87,343.24,180.19,1
739,316.16,42.09,220.71,0
740,54.19,498.53,193.14,0
741,84.29,424.22,170.33,0
742,298.94,380.54,465.39,1
743,276.05,138.04,245.96,0
744,363.99,434.69,59.04,1
745,122.66,75.73,150.16,0
746,272.35,283.01,103.48,0
747,413.99,325.01,475.31,1
748,481.25,112.04,386.74,1
749,381.31,273.47,54.63,0
750,439.33,155.33,77.38,0
751,109.45,89.88,203.96,0
752,248.25,24.23,362.71,0
753,487.51,384.72,271.49,1
754,311.58,44.95,356.39,0
755,83.82,79.42,116.94,0
756,198.42,271.21,357.56,1
757,102.15,266.6,201.41,0
758,415.0,224.3,194.4,1
759,85.46,240.42,126.52,0
760,224.74,475.88,39.29,0
761,248.9,322.26,334.01,1
762,256.36,477.79,475.58,1
763,419.72,210.72,23.75,0
764,32.35,300.93,345.88,0
765,100.59,158.45,195.69,0
766,108.32,410.61,419.83,1
767,229.98,251.49,344.54,1
768,458.55,267.59,247.48,1
769,367.29,112.24,480.86,1
770,227.59,179.9,204.78,0
771,175.15,228.24,44.28,0
772,406.03,281.78,194.55,1
773,326.15,120.28,495.44,1
774,354.92,190.76,250.27,0
775,447.48,327.22,409.58,1
776,35.48,220.92,87.93,0
777,406.84,168.5,435.38,1
778,494.0,484.83,105.61,1
779,254.41,195.46,259.01,0
780,46.81,112.54,259.22,0
781,57.18,360.76,148.29,0
782,455.32,204.15,392.55,1
783,97.71,345.19,304.23,0
784,388.32,262.2,44.16,0
785,380.57,54.46,382.9,1
786,208.19,242.46,318.31,0
787,121.64,400.46,211.13,0
788,67.57,422.07,474.18,1
789,150.61,228.5,292.06,0
790,321.66,346.41,188.0,1
791,416.79,286.16,83.4,0
792,246.46,112.93,101.14,0
793,68.1,452.15,303.2,1
794,413.0,476.62,169.48,1
795,256.39,219.98,432.4,1
796,227.68,307.54,29.05,0
797,372.73,314.19,497.47,1
798,28.39,266.32,465.76,0
799,98.68,228.24,320.66,0
800,26.39,23.58,223.68,0
801,134.73,273.49,123.92,0
802,238.04,455.12,204.53,1
803,100.57,134.98,253.82,0
804,27.2,172.63,461.73,0
805,49.0,328.1,344.78,0
806,183.28,426.51,188.24,0
807,226.79,285.58,141.39,0
808,96.81,295.84,296.64,0
809,249.62,393.94,109.47,0
810,321.46,432.49,302.39,1
811,179.25,354.69,143.28,0
812,265.3,424.99,229.8,1
813,102.68,239.92,281.97,0
814,188.92,393.97,424.35,1
815,196.55,18.66,380.91,0
816,340.33,126.2,145.0,0
817,390.86,110.99,355.0,1
818,166.39,113.94,229.3,0
819,339.38,446.66,179.26,1
820,132.91,33.54,277.56,0
821,440.88,408.5,312.79,1
822,72.09,444.64,119.94,0
823,302.99,104.75,214.97,0
824,124.72,437.83,17.3,0
825,167.04,458.82,410.0,1
826,196.87,471.42,243.07,1
827,103.27,62.08,287.65,0
828,266.93,163.31,272.27,0
829,449.61,16.34,342.68,1
830,487.44,28.17,274.37,0
831,61.37,188.41,435.59,0
832,49.89,66.43,231.78,0
833,198.92,126.78,231.79,0
834,475.64,432.72,348.29,1
835,366.18,235.39,45.78,0
836,181.84,294.71,404.4,1
837,478.03,402.64,364.88,1
838,444.79,129.86,436.26,1
839,207.22,474.74,254.28,1
840,475.27,199.36,52.36,0
841,409.02,209.38,199.29,1
842,353.72,101.17,452.69,1
843,385.12,76.65,134.54,0
844,468.85,296.54,254.77,1
845,363.1,269.56,482.08,1
846,337.45,99.55,184.54,0
847,236.79,84.77,248.1,0
848,480.12,184.62,204.28,1
849,144.33,372.01,73.43,0
850,438.05,335.57,167.91,1
851,126.84,361.75,146.66,0
852,122.68,188.92,120.86,0
853,120.7,63.57,338.54,0
854,449.54,172.45,212.45,1
855,369.25,223.27,283.73,1
856,135.3,304.7,199.62,0
857,88.83,223.25,382.9,0
858,354.21,46.3,186.06,0
859,79.73,365.79,182.29,0
860,459.61,423.83,166.2,1
861,70.82,16.44,364.25,0
862,337.69,10.22,148.09,0
863,114.76,87.86,244.14,0
864,325.49,491.65,284.25,1
865,459.11,88.93,372.21,1
866,419.44,261.58,451.35,1
867,311.3,481.57,165.38,1
868,252.48,438.71,372.68,1
869,219.82,398.39,372.06,1
870,354.79,53.79,34.66,0
871,383.67,491.82,119.25,1
